job_id,job_title,company_name,company_location,employee_residence,industry,experience_level,employment_type,company_size,remote_ratio,remote_status,salary_usd,salary_currency,salary_local,salary_category,required_skills,education_required,years_experience,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI08893,Machine Learning Engineer,Ai Innovations,Sweden,Sweden,Transportation,Executive,Contract,Large (250+ employees),0,On-site,252584,USD,Not Provided,High,"Aws, Scala, Docker",Bachelor,13,2024-12-06,2024,12,2025-01-08,1569,8.8
AI08894,Robotics Engineer,Smart Analytics,Singapore,Singapore,Energy,Entry-level,Part-time,Small (<50 employees),0,On-site,59056,USD,Not Provided,Mid,"Python, Computer Vision, Java",PhD,1,2024-06-07,2024,6,2024-08-09,1004,7.6
AI08895,Data Engineer,Advanced Robotics,Austria,Austria,Finance,Mid-level,Contract,Medium (50-249 employees),0,On-site,54511,USD,Not Provided,Mid,"Python, Computer Vision, Tensorflow, Java",Master,3,2024-06-08,2024,6,2024-08-03,2038,7.0
AI08896,Principal Data Scientist,Deeptech Ventures,South Korea,Singapore,Education,Entry-level,Freelance,Small (<50 employees),0,On-site,44663,USD,Not Provided,Low,"Pytorch, Azure, Scala, Tensorflow, Linux",Associate,0,2024-03-18,2024,3,2024-05-17,2437,6.7
AI08897,Ml Ops Engineer,Future Systems,Canada,Canada,Manufacturing,Senior,Part-time,Small (<50 employees),50,Hybrid,115121,USD,Not Provided,High,"Statistics, Pytorch, Docker",Associate,5,2024-05-17,2024,5,2024-06-13,1628,8.1
AI08898,Autonomous Systems Engineer,Cloud Ai Solutions,United States,United States,Real Estate,Senior,Freelance,Large (250+ employees),50,Hybrid,161002,USD,Not Provided,High,"Scala, Linux, Git, Gcp",Bachelor,9,2025-02-14,2025,2,2025-03-15,824,9.2
AI08899,Data Engineer,Techcorp Inc,France,Finland,Education,Entry-level,Full-time,Medium (50-249 employees),100,Fully Remote,75218,EUR,Not Provided,Mid,"R, Aws, Gcp, Hadoop, Linux",Master,1,2024-05-09,2024,5,2024-06-30,1356,8.4
AI08900,Principal Data Scientist,Quantum Computing Inc,Germany,Germany,Technology,Senior,Freelance,Small (<50 employees),0,On-site,111747,EUR,Not Provided,High,"Kubernetes, R, Hadoop",Bachelor,6,2024-07-27,2024,7,2024-09-03,1135,6.0
AI08901,Robotics Engineer,Cognitive Computing,Sweden,Netherlands,Finance,Senior,Part-time,Medium (50-249 employees),0,On-site,105641,USD,Not Provided,High,"Scala, Tensorflow, Statistics, Git",Associate,9,2025-04-04,2025,4,2025-05-10,682,6.0
AI08902,Computer Vision Engineer,Techcorp Inc,France,France,Automotive,Mid-level,Contract,Small (<50 employees),50,Hybrid,86583,EUR,Not Provided,Mid,"Nlp, Tensorflow, R",Bachelor,4,2025-04-07,2025,4,2025-04-23,541,9.4
AI08903,Ai Research Scientist,Future Systems,Norway,Austria,Healthcare,Executive,Part-time,Large (250+ employees),0,On-site,255424,USD,Not Provided,High,"Sql, Git, Azure",PhD,16,2024-09-18,2024,9,2024-10-28,1814,9.1
AI08904,Nlp Engineer,Ai Innovations,India,Denmark,Government,Mid-level,Full-time,Small (<50 employees),0,On-site,49274,USD,Not Provided,Low,"Tableau, Tensorflow, Python, Computer Vision, Deep Learning",PhD,3,2024-02-03,2024,2,2024-04-09,1784,7.5
AI08905,Machine Learning Engineer,Algorithmic Solutions,Ireland,Ireland,Finance,Entry-level,Contract,Medium (50-249 employees),0,On-site,45211,USD,Not Provided,Low,"Nlp, Pytorch, Tableau, Aws",Master,1,2025-01-17,2025,1,2025-02-28,603,6.6
AI08906,Ai Architect,Techcorp Inc,Ireland,Ireland,Government,Entry-level,Full-time,Large (250+ employees),50,Hybrid,41846,USD,Not Provided,Low,"Sql, Pytorch, Linux, Tensorflow",Associate,0,2024-05-24,2024,5,2024-07-17,1274,6.9
AI08907,Deep Learning Engineer,Autonomous Tech,United Kingdom,United Kingdom,Telecommunications,Executive,Contract,Medium (50-249 employees),100,Fully Remote,190772,GBP,Not Provided,High,"Sql, Aws, Tableau, Spark, Git",PhD,13,2025-04-01,2025,4,2025-06-10,1508,9.0
AI08908,Ai Research Scientist,Quantum Computing Inc,South Korea,South Korea,Technology,Executive,Part-time,Small (<50 employees),50,Hybrid,119856,USD,Not Provided,High,"Spark, Data Visualization, Hadoop, Tensorflow",PhD,11,2024-04-18,2024,4,2024-05-23,2401,6.1
AI08909,Ai Specialist,Deeptech Ventures,Finland,Finland,Automotive,Entry-level,Freelance,Small (<50 employees),50,Hybrid,35512,USD,Not Provided,Low,"Hadoop, Gcp, Spark, Linux, Kubernetes",Master,1,2024-11-26,2024,11,2025-01-29,2002,7.4
AI08910,Head Of Ai,Datavision Ltd,South Korea,South Korea,Real Estate,Entry-level,Full-time,Small (<50 employees),0,On-site,37940,USD,Not Provided,Low,"Azure, Hadoop, Data Visualization, Scala",Master,1,2024-05-24,2024,5,2024-07-20,1187,6.5
AI08911,Ai Research Scientist,Autonomous Tech,Sweden,Switzerland,Education,Entry-level,Freelance,Medium (50-249 employees),0,On-site,63155,USD,Not Provided,Mid,"Kubernetes, Python, Tensorflow, Sql, Mlops",Bachelor,0,2024-04-06,2024,4,2024-06-05,2271,8.7
AI08912,Ai Research Scientist,Advanced Robotics,Australia,Australia,Real Estate,Entry-level,Part-time,Large (250+ employees),100,Fully Remote,75646,USD,Not Provided,Mid,"Tensorflow, Mathematics, Nlp, Pytorch, Python",Bachelor,0,2024-04-13,2024,4,2024-05-05,824,7.6
AI08913,Autonomous Systems Engineer,Neural Networks Co,India,India,Technology,Mid-level,Contract,Medium (50-249 employees),0,On-site,63267,USD,Not Provided,Mid,"Tableau, Tensorflow, Statistics, Java",Bachelor,4,2024-06-26,2024,6,2024-07-27,1248,8.2
AI08914,Head Of Ai,Autonomous Tech,Ireland,Ireland,Automotive,Entry-level,Freelance,Medium (50-249 employees),100,Fully Remote,52870,USD,Not Provided,Mid,"Git, Aws, Tensorflow, Scala, Nlp",Bachelor,1,2024-07-02,2024,7,2024-07-29,611,5.1
AI08915,Data Analyst,Algorithmic Solutions,South Korea,South Korea,Gaming,Senior,Full-time,Small (<50 employees),0,On-site,65948,USD,Not Provided,Mid,"Python, Sql, Data Visualization, Tensorflow",Bachelor,5,2024-02-02,2024,2,2024-03-12,2466,9.7
AI08916,Research Scientist,Ai Innovations,China,Sweden,Media,Entry-level,Freelance,Medium (50-249 employees),0,On-site,49518,USD,Not Provided,Low,"Pytorch, Docker, Python, Sql",Associate,0,2024-04-30,2024,4,2024-05-16,898,7.6
AI08917,Ml Ops Engineer,Smart Analytics,Sweden,Sweden,Real Estate,Entry-level,Freelance,Medium (50-249 employees),50,Hybrid,72915,USD,Not Provided,Mid,"Python, Gcp, Azure, Tensorflow, Statistics",Bachelor,0,2024-02-13,2024,2,2024-03-04,1333,7.1
AI08918,Head Of Ai,Cloud Ai Solutions,Singapore,Singapore,Finance,Mid-level,Part-time,Large (250+ employees),50,Hybrid,133638,USD,Not Provided,High,"Python, Azure, Data Visualization",Master,2,2024-05-29,2024,5,2024-06-14,1146,8.5
AI08919,Data Engineer,Datavision Ltd,United States,United States,Automotive,Senior,Part-time,Medium (50-249 employees),50,Hybrid,147558,USD,Not Provided,High,"Kubernetes, Tensorflow, Azure, Aws",PhD,6,2025-02-26,2025,2,2025-04-10,1068,9.9
AI08920,Head Of Ai,Deeptech Ventures,Sweden,Sweden,Government,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,106121,USD,Not Provided,High,"R, Linux, Tableau, Hadoop, Mathematics",PhD,4,2024-05-06,2024,5,2024-06-03,2018,7.1
AI08921,Ai Product Manager,Smart Analytics,Finland,Finland,Finance,Entry-level,Freelance,Small (<50 employees),100,Fully Remote,40076,USD,Not Provided,Low,"Linux, Aws, Computer Vision",PhD,1,2024-06-23,2024,6,2024-08-10,850,8.2
AI08922,Ai Specialist,Machine Intelligence Group,Denmark,France,Government,Mid-level,Full-time,Small (<50 employees),50,Hybrid,94773,USD,Not Provided,Mid,"Computer Vision, Scala, Aws",Associate,3,2024-12-12,2024,12,2025-02-02,643,8.4
AI08923,Research Scientist,Cloud Ai Solutions,Sweden,Switzerland,Media,Entry-level,Full-time,Small (<50 employees),100,Fully Remote,49365,USD,Not Provided,Low,"Sql, Pytorch, Aws, Linux, Computer Vision",Bachelor,0,2024-12-06,2024,12,2025-02-15,1811,8.6
AI08924,Research Scientist,Cloud Ai Solutions,Australia,Switzerland,Transportation,Mid-level,Contract,Medium (50-249 employees),100,Fully Remote,104005,USD,Not Provided,High,"Python, Scala, Spark",Bachelor,2,2024-01-28,2024,1,2024-03-09,2179,5.8
AI08925,Deep Learning Engineer,Neural Networks Co,South Korea,Singapore,Media,Mid-level,Part-time,Large (250+ employees),100,Fully Remote,76577,USD,Not Provided,Mid,"Tensorflow, Scala, Mlops, Nlp",Bachelor,2,2025-03-27,2025,3,2025-05-22,1740,6.4
AI08926,Ai Architect,Techcorp Inc,Germany,Germany,Consulting,Mid-level,Freelance,Medium (50-249 employees),0,On-site,103437,EUR,Not Provided,High,"Scala, Tensorflow, Spark",Associate,4,2025-02-19,2025,2,2025-04-13,1278,5.1
AI08927,Computer Vision Engineer,Machine Intelligence Group,Israel,Israel,Automotive,Executive,Freelance,Medium (50-249 employees),100,Fully Remote,128688,USD,Not Provided,High,"Deep Learning, Sql, Azure, Spark, Gcp",PhD,15,2024-08-25,2024,8,2024-10-19,1169,7.4
AI08928,Deep Learning Engineer,Predictive Systems,China,China,Finance,Executive,Full-time,Medium (50-249 employees),100,Fully Remote,122048,USD,Not Provided,High,"Pytorch, R, Tableau, Nlp",Associate,19,2024-09-21,2024,9,2024-11-26,877,9.2
AI08929,Ai Specialist,Future Systems,Germany,Germany,Manufacturing,Mid-level,Freelance,Medium (50-249 employees),100,Fully Remote,93185,EUR,Not Provided,Mid,"Gcp, Sql, Scala, R",Master,3,2024-05-07,2024,5,2024-07-12,1226,7.7
AI08930,Ai Architect,Autonomous Tech,Finland,Netherlands,Transportation,Mid-level,Freelance,Large (250+ employees),100,Fully Remote,86837,USD,Not Provided,Mid,"Python, Hadoop, Gcp, Sql, Mathematics",Bachelor,4,2025-02-13,2025,2,2025-03-09,522,5.1
AI08931,Machine Learning Researcher,Digital Transformation Llc,Japan,Japan,Media,Mid-level,Freelance,Small (<50 employees),50,Hybrid,55278,USD,Not Provided,Mid,"Git, Hadoop, Spark",Bachelor,2,2024-04-04,2024,4,2024-05-14,2271,9.3
AI08932,Data Analyst,Deeptech Ventures,Switzerland,Switzerland,Automotive,Senior,Freelance,Medium (50-249 employees),0,On-site,213611,USD,Not Provided,High,"Pytorch, Tensorflow, Linux, Statistics",PhD,6,2024-09-09,2024,9,2024-10-22,2356,8.8
AI08933,Head Of Ai,Digital Transformation Llc,China,China,Automotive,Entry-level,Contract,Small (<50 employees),0,On-site,47677,USD,Not Provided,Low,"Mlops, Scala, Hadoop, Statistics, Data Visualization",PhD,1,2025-01-26,2025,1,2025-03-22,951,6.7
AI08934,Robotics Engineer,Neural Networks Co,Japan,Japan,Government,Senior,Contract,Large (250+ employees),0,On-site,118134,USD,Not Provided,High,"Pytorch, Scala, Nlp",Associate,5,2024-06-11,2024,6,2024-06-26,1513,9.1
AI08935,Machine Learning Researcher,Machine Intelligence Group,Norway,Norway,Real Estate,Senior,Freelance,Small (<50 employees),50,Hybrid,153318,USD,Not Provided,High,"Azure, Spark, Hadoop",PhD,8,2025-02-02,2025,2,2025-03-29,943,8.2
AI08936,Robotics Engineer,Advanced Robotics,Sweden,Sweden,Retail,Entry-level,Contract,Small (<50 employees),50,Hybrid,52940,USD,Not Provided,Mid,"Spark, Linux, R, Docker",PhD,0,2024-01-12,2024,1,2024-02-18,1476,7.7
AI08937,Machine Learning Engineer,Advanced Robotics,China,Germany,Government,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,63332,USD,Not Provided,Mid,"Hadoop, Tensorflow, Data Visualization, Python, Deep Learning",Master,4,2024-12-07,2024,12,2025-01-26,2316,8.9
AI08938,Machine Learning Engineer,Ai Innovations,South Korea,South Korea,Government,Senior,Contract,Large (250+ employees),0,On-site,109049,USD,Not Provided,High,"Spark, Hadoop, Mathematics",Associate,8,2024-07-14,2024,7,2024-08-09,1580,5.1
AI08939,Data Engineer,Advanced Robotics,Israel,Israel,Education,Senior,Full-time,Medium (50-249 employees),100,Fully Remote,86554,USD,Not Provided,Mid,"Scala, Sql, Pytorch, Aws, R",Bachelor,9,2024-07-23,2024,7,2024-09-21,1653,7.1
AI08940,Ai Product Manager,Deeptech Ventures,Singapore,Switzerland,Energy,Entry-level,Contract,Large (250+ employees),100,Fully Remote,93545,USD,Not Provided,Mid,"Statistics, Git, Tensorflow",Bachelor,1,2024-12-11,2024,12,2025-02-02,1256,8.1
AI08941,Data Engineer,Machine Intelligence Group,Germany,Germany,Finance,Mid-level,Contract,Medium (50-249 employees),100,Fully Remote,75361,EUR,Not Provided,Mid,"Tableau, Java, Scala, Tensorflow, Git",PhD,2,2024-02-23,2024,2,2024-04-16,2054,8.7
AI08942,Nlp Engineer,Machine Intelligence Group,United States,United States,Telecommunications,Mid-level,Part-time,Medium (50-249 employees),50,Hybrid,114816,USD,Not Provided,High,"Hadoop, Kubernetes, Data Visualization",Master,4,2024-03-28,2024,3,2024-05-11,1183,8.7
AI08943,Ai Product Manager,Future Systems,Netherlands,Netherlands,Transportation,Mid-level,Part-time,Small (<50 employees),0,On-site,84746,EUR,Not Provided,Mid,"Scala, Aws, Gcp",Master,3,2024-04-10,2024,4,2024-05-18,2360,6.0
AI08944,Autonomous Systems Engineer,Cloud Ai Solutions,South Korea,Israel,Retail,Executive,Contract,Small (<50 employees),50,Hybrid,123307,USD,Not Provided,High,"Mathematics, Tableau, Sql",PhD,14,2025-04-10,2025,4,2025-06-09,1097,7.0
AI08945,Machine Learning Researcher,Digital Transformation Llc,Netherlands,Singapore,Education,Mid-level,Freelance,Medium (50-249 employees),0,On-site,110547,EUR,Not Provided,High,"Sql, Java, Docker, Azure",Associate,2,2024-04-14,2024,4,2024-04-29,573,8.8
AI08946,Research Scientist,Digital Transformation Llc,Germany,Ireland,Consulting,Senior,Freelance,Large (250+ employees),50,Hybrid,138852,EUR,Not Provided,High,"Java, R, Data Visualization, Nlp",Bachelor,9,2024-11-09,2024,11,2024-12-13,2020,9.8
AI08947,Ai Architect,Machine Intelligence Group,Switzerland,Switzerland,Healthcare,Mid-level,Full-time,Large (250+ employees),100,Fully Remote,118596,USD,Not Provided,High,"Git, Mathematics, Scala",Associate,2,2024-05-11,2024,5,2024-06-13,1443,9.5
AI08948,Ai Specialist,Cognitive Computing,Singapore,Singapore,Finance,Mid-level,Freelance,Small (<50 employees),50,Hybrid,81894,USD,Not Provided,Mid,"Kubernetes, Nlp, Git, Hadoop, Sql",Master,3,2024-05-03,2024,5,2024-07-10,1679,5.6
AI08949,Ai Consultant,Techcorp Inc,Norway,Norway,Energy,Mid-level,Freelance,Medium (50-249 employees),100,Fully Remote,125620,USD,Not Provided,High,"R, Mlops, Tensorflow, Data Visualization",Associate,2,2024-09-30,2024,9,2024-11-23,2316,6.6
AI08950,Ai Specialist,Cognitive Computing,Netherlands,Netherlands,Media,Executive,Freelance,Large (250+ employees),0,On-site,309752,EUR,Not Provided,High,"Java, Git, Linux, Scala",Associate,15,2025-01-30,2025,1,2025-03-14,1478,5.8
AI08951,Robotics Engineer,Future Systems,Germany,Germany,Energy,Entry-level,Contract,Small (<50 employees),0,On-site,52903,EUR,Not Provided,Mid,"Kubernetes, Sql, Hadoop, Data Visualization",Bachelor,1,2024-08-29,2024,8,2024-10-18,1019,6.5
AI08952,Ml Ops Engineer,Cognitive Computing,Canada,Canada,Manufacturing,Senior,Part-time,Large (250+ employees),50,Hybrid,141936,USD,Not Provided,High,"Sql, Java, Hadoop, Pytorch",Master,8,2024-09-05,2024,9,2024-10-10,552,7.7
AI08953,Ai Research Scientist,Machine Intelligence Group,United States,India,Consulting,Entry-level,Full-time,Large (250+ employees),0,On-site,93642,USD,Not Provided,Mid,"Nlp, Python, Hadoop",Associate,0,2024-05-11,2024,5,2024-05-27,853,5.7
AI08954,Computer Vision Engineer,Future Systems,United States,United States,Energy,Senior,Full-time,Medium (50-249 employees),50,Hybrid,165208,USD,Not Provided,High,"Mlops, Python, Git, Computer Vision",Associate,8,2024-04-06,2024,4,2024-05-17,881,7.3
AI08955,Ai Specialist,Techcorp Inc,Switzerland,Switzerland,Manufacturing,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,155970,USD,Not Provided,High,"Tensorflow, Kubernetes, Data Visualization, Deep Learning",Master,2,2025-03-10,2025,3,2025-04-08,1276,7.2
AI08956,Ai Software Engineer,Digital Transformation Llc,South Korea,Sweden,Consulting,Senior,Part-time,Medium (50-249 employees),50,Hybrid,106449,USD,Not Provided,High,"Python, Computer Vision, Deep Learning, Azure",Master,5,2024-10-06,2024,10,2024-11-27,2488,6.7
AI08957,Ai Product Manager,Predictive Systems,Sweden,Sweden,Real Estate,Mid-level,Contract,Small (<50 employees),100,Fully Remote,68135,USD,Not Provided,Mid,"Data Visualization, Java, Pytorch, Nlp, Tensorflow",Master,4,2024-01-17,2024,1,2024-03-11,1017,8.0
AI08958,Ai Research Scientist,Ai Innovations,Denmark,Denmark,Automotive,Executive,Part-time,Small (<50 employees),100,Fully Remote,221021,USD,Not Provided,High,"Mathematics, Java, Gcp, Linux",PhD,12,2024-06-20,2024,6,2024-07-10,2276,6.2
AI08959,Nlp Engineer,Digital Transformation Llc,Singapore,Singapore,Energy,Entry-level,Contract,Small (<50 employees),100,Fully Remote,67515,USD,Not Provided,Mid,"Pytorch, Tensorflow, Java, Deep Learning",Associate,0,2024-12-18,2024,12,2025-01-14,597,7.9
AI08960,Principal Data Scientist,Algorithmic Solutions,Norway,Norway,Energy,Executive,Part-time,Small (<50 employees),100,Fully Remote,291570,USD,Not Provided,High,"Tableau, Python, Deep Learning",PhD,10,2025-04-12,2025,4,2025-06-17,1181,9.4
AI08961,Computer Vision Engineer,Digital Transformation Llc,Israel,Canada,Gaming,Mid-level,Part-time,Small (<50 employees),100,Fully Remote,51795,USD,Not Provided,Mid,"Java, Python, Linux",PhD,3,2024-11-16,2024,11,2025-01-05,2004,6.4
AI08962,Ai Consultant,Datavision Ltd,Ireland,Ireland,Transportation,Senior,Freelance,Medium (50-249 employees),50,Hybrid,102567,USD,Not Provided,High,"Gcp, Docker, Statistics, Mathematics, Mlops",Master,5,2024-02-04,2024,2,2024-03-19,1678,5.7
AI08963,Head Of Ai,Cognitive Computing,Norway,Norway,Energy,Mid-level,Part-time,Small (<50 employees),0,On-site,121727,USD,Not Provided,High,"Kubernetes, Git, Statistics, Computer Vision, Tensorflow",Associate,3,2024-07-03,2024,7,2024-08-25,2457,9.8
AI08964,Machine Learning Researcher,Advanced Robotics,Australia,Australia,Gaming,Mid-level,Freelance,Small (<50 employees),100,Fully Remote,79049,USD,Not Provided,Mid,"Nlp, Kubernetes, Azure",Bachelor,2,2025-01-26,2025,1,2025-03-29,977,9.7
AI08965,Principal Data Scientist,Predictive Systems,United States,United States,Transportation,Entry-level,Full-time,Large (250+ employees),0,On-site,93535,USD,Not Provided,Mid,"Python, Git, Tensorflow, Data Visualization, Kubernetes",Associate,1,2025-02-18,2025,2,2025-03-15,507,9.0
AI08966,Ai Specialist,Future Systems,Japan,Japan,Finance,Entry-level,Contract,Large (250+ employees),0,On-site,43563,USD,Not Provided,Low,"Python, Docker, Computer Vision, Tensorflow",Master,1,2024-10-24,2024,10,2024-11-25,1938,9.3
AI08967,Head Of Ai,Smart Analytics,China,China,Consulting,Executive,Full-time,Large (250+ employees),100,Fully Remote,197680,USD,Not Provided,High,"Git, Scala, Computer Vision, Deep Learning",Associate,15,2024-02-17,2024,2,2024-03-16,1660,8.5
AI08968,Data Scientist,Datavision Ltd,Netherlands,Canada,Telecommunications,Senior,Freelance,Medium (50-249 employees),0,On-site,123239,EUR,Not Provided,High,"R, Sql, Kubernetes",PhD,7,2025-02-02,2025,2,2025-03-06,628,8.7
AI08969,Data Scientist,Datavision Ltd,Japan,Japan,Retail,Senior,Part-time,Small (<50 employees),100,Fully Remote,76229,USD,Not Provided,Mid,"Azure, Computer Vision, Docker",Master,5,2024-10-03,2024,10,2024-11-13,2018,7.7
AI08970,Ml Ops Engineer,Algorithmic Solutions,Germany,Germany,Real Estate,Senior,Part-time,Small (<50 employees),0,On-site,98630,EUR,Not Provided,Mid,"Spark, Scala, Mlops",Associate,6,2024-06-14,2024,6,2024-08-26,1793,8.5
AI08971,Ai Consultant,Algorithmic Solutions,Ireland,Ireland,Government,Senior,Contract,Large (250+ employees),100,Fully Remote,107626,USD,Not Provided,High,"Sql, Azure, Tensorflow",Master,6,2024-07-10,2024,7,2024-09-18,832,5.9
AI08972,Ai Product Manager,Ai Innovations,United States,Singapore,Finance,Mid-level,Contract,Large (250+ employees),0,On-site,122978,USD,Not Provided,High,"Kubernetes, Linux, Python",Associate,3,2024-10-27,2024,10,2024-11-21,627,5.7
AI08973,Ml Ops Engineer,Neural Networks Co,France,France,Technology,Executive,Part-time,Medium (50-249 employees),50,Hybrid,206202,EUR,Not Provided,High,"Git, Python, Statistics",Bachelor,16,2024-04-11,2024,4,2024-04-26,2324,8.9
AI08974,Head Of Ai,Cloud Ai Solutions,Denmark,Denmark,Government,Entry-level,Freelance,Large (250+ employees),50,Hybrid,96297,USD,Not Provided,Mid,"Scala, Hadoop, Kubernetes, Python",Master,0,2024-11-16,2024,11,2025-01-18,854,7.5
AI08975,Computer Vision Engineer,Techcorp Inc,Ireland,Ireland,Healthcare,Entry-level,Full-time,Large (250+ employees),50,Hybrid,43595,USD,Not Provided,Low,"Java, Deep Learning, Sql",Bachelor,0,2024-12-08,2024,12,2025-02-02,2463,5.7
AI08976,Data Scientist,Advanced Robotics,Germany,France,Automotive,Executive,Freelance,Large (250+ employees),50,Hybrid,247297,EUR,Not Provided,High,"Kubernetes, Gcp, Sql, Pytorch, Computer Vision",Bachelor,17,2024-06-21,2024,6,2024-08-11,1905,9.9
AI08977,Principal Data Scientist,Future Systems,Australia,Australia,Retail,Mid-level,Part-time,Small (<50 employees),50,Hybrid,66942,USD,Not Provided,Mid,"Sql, Nlp, Pytorch, Linux",Master,4,2024-09-25,2024,9,2024-11-25,1188,9.3
AI08978,Ai Product Manager,Neural Networks Co,South Korea,South Korea,Technology,Senior,Contract,Large (250+ employees),50,Hybrid,105175,USD,Not Provided,High,"Nlp, Spark, Tensorflow, Python, Aws",Master,8,2025-02-25,2025,2,2025-04-12,1047,9.0
AI08979,Data Scientist,Deeptech Ventures,Netherlands,Netherlands,Transportation,Senior,Contract,Medium (50-249 employees),100,Fully Remote,116174,EUR,Not Provided,High,"Git, Aws, Tableau",Associate,5,2024-01-02,2024,1,2024-02-08,563,7.8
AI08980,Computer Vision Engineer,Ai Innovations,Norway,Norway,Energy,Entry-level,Contract,Medium (50-249 employees),100,Fully Remote,80859,USD,Not Provided,Mid,"Nlp, Java, Kubernetes, Docker, R",PhD,0,2024-05-23,2024,5,2024-06-06,1608,9.9
AI08981,Ai Consultant,Deeptech Ventures,Australia,Japan,Technology,Executive,Contract,Medium (50-249 employees),100,Fully Remote,144793,USD,Not Provided,High,"Computer Vision, Gcp, Statistics",Associate,12,2024-07-19,2024,7,2024-09-01,1836,8.0
AI08982,Ai Specialist,Quantum Computing Inc,Canada,Austria,Transportation,Entry-level,Contract,Small (<50 employees),100,Fully Remote,46460,USD,Not Provided,Low,"Deep Learning, Python, Tensorflow, Docker",Bachelor,1,2024-09-14,2024,9,2024-10-29,903,9.2
AI08983,Ai Specialist,Techcorp Inc,South Korea,South Korea,Media,Senior,Contract,Medium (50-249 employees),50,Hybrid,102327,USD,Not Provided,High,"Aws, Sql, Pytorch, Mlops",Bachelor,5,2024-05-08,2024,5,2024-07-07,1004,5.7
AI08984,Ai Research Scientist,Smart Analytics,China,China,Government,Entry-level,Full-time,Small (<50 employees),0,On-site,37547,USD,Not Provided,Low,"Git, Python, Docker, Linux, Sql",Bachelor,0,2025-04-26,2025,4,2025-06-13,1609,7.8
AI08985,Machine Learning Researcher,Algorithmic Solutions,United States,United States,Transportation,Executive,Freelance,Small (<50 employees),0,On-site,205814,USD,Not Provided,High,"Pytorch, Tensorflow, Nlp, Computer Vision, Azure",Master,16,2024-09-05,2024,9,2024-11-05,564,7.4
AI08986,Ai Product Manager,Ai Innovations,Germany,Germany,Automotive,Entry-level,Part-time,Small (<50 employees),50,Hybrid,50130,EUR,Not Provided,Mid,"Java, Gcp, Scala, Computer Vision, Spark",Associate,1,2025-01-13,2025,1,2025-03-27,710,7.9
AI08987,Ai Software Engineer,Autonomous Tech,China,Denmark,Gaming,Mid-level,Freelance,Small (<50 employees),0,On-site,46480,USD,Not Provided,Low,"Python, Mlops, Sql, Java, Spark",Master,3,2024-02-20,2024,2,2024-03-30,532,5.3
AI08988,Ml Ops Engineer,Cloud Ai Solutions,Switzerland,Australia,Energy,Mid-level,Part-time,Medium (50-249 employees),0,On-site,118201,USD,Not Provided,High,"Scala, Hadoop, Python, Mathematics, Azure",Bachelor,2,2024-09-28,2024,9,2024-11-25,1591,7.3
AI08989,Robotics Engineer,Smart Analytics,Canada,Australia,Telecommunications,Senior,Part-time,Medium (50-249 employees),50,Hybrid,130204,USD,Not Provided,High,"Java, Linux, Data Visualization",Associate,6,2024-04-08,2024,4,2024-06-09,1008,6.7
AI08990,Ai Software Engineer,Predictive Systems,United Kingdom,South Korea,Manufacturing,Executive,Full-time,Medium (50-249 employees),100,Fully Remote,260729,GBP,Not Provided,High,"Pytorch, Gcp, Tableau, Statistics",Master,16,2025-02-10,2025,2,2025-04-23,622,7.9
AI08991,Deep Learning Engineer,Autonomous Tech,France,France,Telecommunications,Mid-level,Contract,Small (<50 employees),50,Hybrid,74532,EUR,Not Provided,Mid,"Computer Vision, Java, Mlops, R",Bachelor,3,2025-02-03,2025,2,2025-03-22,1340,8.0
AI08992,Data Engineer,Future Systems,Finland,Finland,Media,Executive,Part-time,Small (<50 employees),0,On-site,127005,USD,Not Provided,High,"Data Visualization, Azure, Tableau, Linux",Bachelor,11,2025-04-13,2025,4,2025-06-10,1628,9.3
AI08993,Principal Data Scientist,Autonomous Tech,Norway,Norway,Transportation,Entry-level,Freelance,Medium (50-249 employees),100,Fully Remote,75020,USD,Not Provided,Mid,"Python, Sql, Docker, Mathematics, Deep Learning",Associate,1,2024-06-10,2024,6,2024-07-30,2300,6.1
AI08994,Data Analyst,Cognitive Computing,Singapore,Singapore,Education,Senior,Contract,Small (<50 employees),50,Hybrid,134247,USD,Not Provided,High,"Docker, Git, Mlops",PhD,7,2025-02-15,2025,2,2025-03-28,644,8.0
AI08995,Deep Learning Engineer,Cognitive Computing,Canada,Netherlands,Gaming,Senior,Part-time,Large (250+ employees),50,Hybrid,142579,USD,Not Provided,High,"Azure, Sql, Gcp, Mathematics, Java",Associate,6,2024-07-23,2024,7,2024-08-10,1876,8.6
AI08996,Nlp Engineer,Ai Innovations,United States,Finland,Education,Entry-level,Freelance,Small (<50 employees),100,Fully Remote,84304,USD,Not Provided,Mid,"R, Sql, Hadoop, Mathematics, Linux",Bachelor,1,2024-08-27,2024,8,2024-10-20,1639,5.2
AI08997,Ai Specialist,Advanced Robotics,Finland,Finland,Consulting,Entry-level,Full-time,Medium (50-249 employees),0,On-site,54740,USD,Not Provided,Mid,"Docker, Hadoop, Computer Vision, Java",PhD,1,2024-03-12,2024,3,2024-05-16,1693,8.3
