job_id,job_title,salary_usd,salary_category,remote_status,experience_level,employment_type,company_location,employee_residence,company_name,company_size,remote_ratio,salary_currency,salary_local,required_skills,education_required,years_experience,industry,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI09248,Ai Consultant,93214,Mid,Fully Remote,Se,Pt,Israel,France,Smart Analytics,M,100,Usd,Not Provided,"NLP, Docker, Hadoop",Associate,6,Gaming,2025-02-12,2025,2,2025-03-05,1965,7.0
AI09249,Data Engineer,110342,High,Fully Remote,Se,Pt,United States,United States,Future Systems,S,100,Usd,Not Provided,"Deep Learning, R, SQL, Mathematics, NLP",Bachelor,8,Real Estate,2025-03-20,2025,3,2025-04-05,2085,7.8
AI09250,Computer Vision Engineer,88419,Mid,Fully Remote,Mi,Ct,Canada,Canada,Cloud Ai Solutions,M,100,Usd,Not Provided,"GCP, PyTorch, Python",Associate,4,Real Estate,2024-01-26,2024,1,2024-03-02,701,9.0
AI09251,Ai Consultant,106195,High,Hybrid,Se,Pt,China,Austria,Ai Innovations,L,50,Usd,Not Provided,"Hadoop, Docker, Data Visualization",Master,7,Government,2024-05-17,2024,5,2024-07-08,2329,7.2
AI09252,Data Engineer,137450,High,Hybrid,Ex,Fl,Austria,Switzerland,Deeptech Ventures,M,50,Usd,Not Provided,"GCP, NLP, AWS, TensorFlow, MLOps",Master,15,Real Estate,2024-10-25,2024,10,2024-12-17,1209,8.9
AI09253,Data Scientist,227373,High,On-site,Ex,Pt,Netherlands,Sweden,Smart Analytics,M,0,Eur,Not Provided,"Java, Kubernetes, SQL, AWS, Deep Learning",Bachelor,17,Technology,2025-02-16,2025,2,2025-04-24,2417,6.7
AI09254,Data Analyst,51148,Mid,Fully Remote,En,Fl,France,France,Digital Transformation Llc,M,100,Eur,Not Provided,"Python, Spark, NLP",Bachelor,0,Telecommunications,2025-02-28,2025,2,2025-04-30,1584,8.2
AI09255,Deep Learning Engineer,55796,Mid,On-site,En,Pt,Finland,Finland,Deeptech Ventures,L,0,Usd,Not Provided,"Java, TensorFlow, PyTorch",PhD,1,Healthcare,2024-09-22,2024,9,2024-10-31,2315,6.2
AI09256,Ai Software Engineer,211367,High,On-site,Ex,Pt,Sweden,United States,Digital Transformation Llc,M,0,Usd,Not Provided,"AWS, Linux, Scala, Tableau",Associate,14,Government,2024-09-13,2024,9,2024-10-14,2494,9.2
AI09257,Deep Learning Engineer,71649,Mid,On-site,En,Ft,United States,France,Techcorp Inc,L,0,Usd,Not Provided,"Mathematics, SQL, Java, Statistics, Python",Bachelor,1,Retail,2024-04-21,2024,4,2024-05-23,1829,7.7
AI09258,Research Scientist,56048,Mid,On-site,Mi,Ft,Japan,Canada,Quantum Computing Inc,M,0,Usd,Not Provided,"PyTorch, Java, Tableau, Mathematics, Deep Learning",Master,2,Transportation,2024-09-23,2024,9,2024-11-27,1603,6.0
AI09259,Ai Specialist,158822,High,Fully Remote,Ex,Fl,India,India,Quantum Computing Inc,S,100,Usd,Not Provided,"Python, Git, MLOps",Associate,16,Government,2024-10-29,2024,10,2024-12-29,1028,7.0
AI09260,Data Scientist,120868,High,On-site,Ex,Ct,Canada,Norway,Smart Analytics,S,0,Usd,Not Provided,"Computer Vision, Statistics, PyTorch, Git",Bachelor,19,Education,2024-06-07,2024,6,2024-08-17,1953,5.3
AI09261,Robotics Engineer,57913,Mid,On-site,Mi,Ct,Ireland,Ireland,Quantum Computing Inc,M,0,Usd,Not Provided,"R, Statistics, SQL, Hadoop",Associate,4,Retail,2024-02-05,2024,2,2024-02-27,1624,9.0
AI09262,Data Engineer,153939,High,Fully Remote,Ex,Ct,Finland,Finland,Techcorp Inc,L,100,Usd,Not Provided,"Azure, Tableau, GCP",Master,14,Education,2024-08-19,2024,8,2024-09-19,2359,10.0
AI09263,Robotics Engineer,94175,Mid,Fully Remote,Se,Ct,Finland,Switzerland,Future Systems,M,100,Usd,Not Provided,"Git, GCP, Hadoop, Computer Vision",Master,5,Technology,2024-11-30,2024,11,2024-12-28,2172,9.2
AI09264,Robotics Engineer,87217,Mid,Hybrid,En,Ft,Sweden,Sweden,Cloud Ai Solutions,L,50,Usd,Not Provided,"Computer Vision, Python, Deep Learning, Azure",Bachelor,0,Finance,2024-08-22,2024,8,2024-10-10,1904,9.8
AI09265,Ai Software Engineer,80464,Mid,Hybrid,Mi,Pt,India,India,Ai Innovations,L,50,Usd,Not Provided,"Java, Scala, Tableau, Azure",Associate,3,Finance,2024-08-30,2024,8,2024-10-11,1617,7.8
AI09266,Ai Software Engineer,120125,High,On-site,Mi,Ct,Denmark,South Korea,Digital Transformation Llc,M,0,Usd,Not Provided,"Git, GCP, MLOps, Spark, Scala",PhD,3,Finance,2024-04-02,2024,4,2024-05-21,1250,6.4
AI09267,Robotics Engineer,214441,High,Hybrid,Ex,Ct,Australia,Australia,Predictive Systems,S,50,Usd,Not Provided,"Python, TensorFlow, Docker, Deep Learning",Bachelor,12,Transportation,2025-02-14,2025,2,2025-03-18,515,8.9
AI09268,Ai Architect,155072,High,Hybrid,Mi,Pt,Switzerland,Switzerland,Quantum Computing Inc,L,50,Usd,Not Provided,"Git, Scala, Python, Spark, Docker",Associate,2,Manufacturing,2024-04-30,2024,4,2024-05-17,2132,7.9
AI09269,Ai Consultant,64758,Mid,Hybrid,Mi,Ct,Israel,Israel,Datavision Ltd,L,50,Usd,Not Provided,"TensorFlow, MLOps, Data Visualization",PhD,4,Gaming,2024-03-18,2024,3,2024-04-15,1773,5.6
AI09270,Ai Consultant,148286,High,On-site,Se,Ct,Germany,Germany,Advanced Robotics,M,0,Eur,Not Provided,"Git, Deep Learning, Java, Data Visualization, R",Bachelor,8,Consulting,2024-01-27,2024,1,2024-03-20,1549,5.7
AI09271,Machine Learning Researcher,231996,High,Fully Remote,Ex,Fl,Denmark,Denmark,Predictive Systems,L,100,Usd,Not Provided,"NLP, Git, Linux",Associate,16,Automotive,2024-09-30,2024,9,2024-11-05,2282,8.6
AI09272,Data Engineer,83137,Mid,Hybrid,Se,Ft,Finland,Finland,Digital Transformation Llc,M,50,Usd,Not Provided,"Deep Learning, Docker, Spark, Kubernetes",Master,7,Real Estate,2024-08-23,2024,8,2024-09-22,1405,9.0
AI09273,Ai Software Engineer,159684,High,Fully Remote,Ex,Ct,Canada,Canada,Advanced Robotics,M,100,Usd,Not Provided,"Scala, R, GCP, Data Visualization, Hadoop",Associate,13,Real Estate,2024-08-19,2024,8,2024-09-16,769,7.1
AI09274,Research Scientist,93084,Mid,Hybrid,Se,Ft,Ireland,Ireland,Quantum Computing Inc,M,50,Usd,Not Provided,"Tableau, Python, Deep Learning, TensorFlow",Associate,9,Finance,2024-09-26,2024,9,2024-11-28,1166,9.0
AI09275,Robotics Engineer,49326,Low,Fully Remote,Mi,Pt,India,South Korea,Digital Transformation Llc,S,100,Usd,Not Provided,"Kubernetes, Java, AWS",Associate,4,Telecommunications,2024-09-04,2024,9,2024-10-19,1593,6.1
AI09276,Ai Product Manager,114965,High,On-site,Se,Ct,Sweden,Japan,Datavision Ltd,M,0,Usd,Not Provided,"Linux, Statistics, Computer Vision, SQL, MLOps",Bachelor,7,Healthcare,2024-11-12,2024,11,2024-12-31,1633,7.0
AI09277,Principal Data Scientist,196435,High,On-site,Ex,Fl,United Kingdom,United Kingdom,Digital Transformation Llc,S,0,Gbp,Not Provided,"Linux, Python, TensorFlow, Hadoop, Statistics",PhD,15,Transportation,2024-06-06,2024,6,2024-07-24,1926,7.0
AI09278,Ml Ops Engineer,79405,Mid,Fully Remote,Mi,Pt,Canada,Canada,Machine Intelligence Group,L,100,Usd,Not Provided,"TensorFlow, Kubernetes, R",PhD,3,Finance,2024-06-24,2024,6,2024-07-20,2436,6.8
AI09279,Deep Learning Engineer,87884,Mid,Fully Remote,Se,Ct,Austria,Austria,Cloud Ai Solutions,M,100,Usd,Not Provided,"Spark, Scala, GCP, TensorFlow",PhD,7,Retail,2024-03-21,2024,3,2024-04-05,1463,7.2
AI09280,Data Scientist,64859,Mid,Hybrid,En,Ct,South Korea,South Korea,Cognitive Computing,L,50,Usd,Not Provided,"Docker, Kubernetes, Deep Learning",Master,0,Retail,2024-11-30,2024,11,2024-12-30,720,6.8
AI09281,Ai Specialist,64300,Mid,Hybrid,Mi,Ct,Ireland,Ireland,Deeptech Ventures,L,50,Usd,Not Provided,"Python, TensorFlow, MLOps, Java, SQL",PhD,3,Real Estate,2024-07-05,2024,7,2024-08-25,971,8.5
AI09282,Machine Learning Researcher,50241,Mid,Hybrid,En,Pt,Ireland,Ireland,Neural Networks Co,S,50,Usd,Not Provided,"Mathematics, Python, AWS",Bachelor,0,Healthcare,2024-02-04,2024,2,2024-03-01,1177,6.5
AI09283,Data Engineer,120435,High,On-site,Mi,Ct,Switzerland,Switzerland,Autonomous Tech,S,0,Usd,Not Provided,"MLOps, NLP, Python, Scala, TensorFlow",Associate,3,Energy,2025-04-13,2025,4,2025-06-25,1856,9.5
AI09284,Ai Product Manager,232783,High,Fully Remote,Ex,Ft,Singapore,Singapore,Smart Analytics,M,100,Usd,Not Provided,"TensorFlow, NLP, Hadoop, SQL",Master,10,Manufacturing,2024-12-10,2024,12,2024-12-24,774,9.1
AI09285,Machine Learning Researcher,106848,High,Hybrid,Se,Pt,Ireland,Ireland,Neural Networks Co,L,50,Usd,Not Provided,"Git, Linux, Python, Mathematics, SQL",Associate,8,Consulting,2025-01-17,2025,1,2025-03-12,2188,6.1
AI09286,Computer Vision Engineer,179303,High,Hybrid,Ex,Ct,Netherlands,Germany,Machine Intelligence Group,L,50,Eur,Not Provided,"R, Docker, GCP",Master,13,Telecommunications,2024-07-27,2024,7,2024-08-16,1279,7.8
AI09287,Deep Learning Engineer,78386,Mid,Hybrid,En,Pt,Germany,Germany,Algorithmic Solutions,L,50,Eur,Not Provided,"Linux, MLOps, Git, PyTorch",Associate,0,Retail,2024-04-14,2024,4,2024-06-04,2038,6.8
AI09288,Data Analyst,166659,High,Hybrid,Ex,Ft,United States,United States,Digital Transformation Llc,M,50,Usd,Not Provided,"Linux, AWS, Deep Learning, Python",Associate,18,Consulting,2024-04-15,2024,4,2024-05-12,1041,8.8
AI09289,Research Scientist,128463,High,Fully Remote,Mi,Fl,Denmark,Denmark,Cognitive Computing,M,100,Usd,Not Provided,"SQL, Computer Vision, Data Visualization",Associate,2,Finance,2025-04-22,2025,4,2025-06-24,2492,6.7
AI09290,Ai Consultant,105657,High,Fully Remote,Mi,Fl,Switzerland,Switzerland,Predictive Systems,S,100,Usd,Not Provided,"AWS, SQL, MLOps, PyTorch",Master,3,Finance,2024-11-24,2024,11,2024-12-21,1411,7.3
AI09291,Ai Product Manager,204872,High,On-site,Ex,Fl,United Kingdom,Netherlands,Cognitive Computing,S,0,Gbp,Not Provided,"R, PyTorch, Spark, Mathematics, Azure",Bachelor,15,Telecommunications,2024-05-08,2024,5,2024-06-30,1633,5.1
AI09292,Data Engineer,93342,Mid,On-site,Mi,Ct,United States,India,Neural Networks Co,S,0,Usd,Not Provided,"Azure, R, Scala, Tableau",Master,2,Government,2024-12-03,2024,12,2025-01-25,2393,6.3
AI09293,Head Of Ai,196294,High,On-site,Se,Ft,Norway,Norway,Algorithmic Solutions,L,0,Usd,Not Provided,"Tableau, NLP, PyTorch",Bachelor,6,Education,2025-03-18,2025,3,2025-04-30,602,9.4
AI09294,Head Of Ai,45849,Low,Hybrid,En,Ft,Ireland,United Kingdom,Quantum Computing Inc,S,50,Usd,Not Provided,"R, AWS, GCP, Linux, Tableau",Associate,0,Telecommunications,2024-10-08,2024,10,2024-10-31,1857,5.8
AI09295,Ai Software Engineer,153347,High,On-site,Ex,Ft,United Kingdom,United Kingdom,Future Systems,S,0,Gbp,Not Provided,"Mathematics, Linux, Tableau",PhD,13,Healthcare,2024-06-06,2024,6,2024-07-27,1757,9.5
AI09296,Computer Vision Engineer,67305,Mid,Fully Remote,En,Pt,Australia,Australia,Smart Analytics,M,100,Usd,Not Provided,"Git, Tableau, R",PhD,1,Technology,2024-08-18,2024,8,2024-09-30,1686,5.6
AI09297,Machine Learning Engineer,85330,Mid,On-site,Se,Fl,India,India,Advanced Robotics,L,0,Usd,Not Provided,"Mathematics, Computer Vision, Hadoop",PhD,6,Automotive,2025-03-15,2025,3,2025-05-20,2088,6.3
AI09298,Head Of Ai,89825,Mid,On-site,Se,Ct,China,China,Future Systems,L,0,Usd,Not Provided,"NLP, SQL, Kubernetes",Master,5,Retail,2024-10-01,2024,10,2024-10-18,1647,5.5
AI09299,Autonomous Systems Engineer,103693,High,Hybrid,Se,Fl,Israel,Israel,Quantum Computing Inc,L,50,Usd,Not Provided,"GCP, Git, Statistics, Computer Vision, Java",Bachelor,7,Telecommunications,2025-03-18,2025,3,2025-05-17,572,6.0
AI09300,Data Scientist,86729,Mid,On-site,Se,Pt,India,India,Smart Analytics,S,0,Usd,Not Provided,"Data Visualization, TensorFlow, Python, Linux",PhD,8,Real Estate,2024-06-14,2024,6,2024-08-10,2390,9.8
AI09301,Ai Product Manager,90172,Mid,On-site,En,Ft,Singapore,Singapore,Advanced Robotics,L,0,Usd,Not Provided,"R, TensorFlow, MLOps",PhD,0,Media,2025-03-27,2025,3,2025-04-18,1266,9.6
AI09302,Ai Product Manager,101376,High,On-site,Se,Ct,France,France,Predictive Systems,S,0,Eur,Not Provided,"TensorFlow, Mathematics, Data Visualization, Deep Learning, NLP",PhD,8,Transportation,2025-03-17,2025,3,2025-04-26,842,7.4
AI09303,Machine Learning Researcher,35400,Low,On-site,En,Pt,Ireland,Ireland,Deeptech Ventures,S,0,Usd,Not Provided,"AWS, R, Deep Learning, PyTorch, Tableau",PhD,0,Education,2024-09-14,2024,9,2024-10-26,1189,5.4
AI09304,Head Of Ai,140799,High,On-site,Ex,Fl,Ireland,India,Predictive Systems,S,0,Usd,Not Provided,"Spark, Deep Learning, Kubernetes, R, SQL",Bachelor,12,Gaming,2024-07-27,2024,7,2024-09-25,1901,6.0
AI09305,Data Engineer,38208,Low,Hybrid,En,Ft,Israel,France,Cognitive Computing,S,50,Usd,Not Provided,"MLOps, Linux, Hadoop, AWS, PyTorch",Master,1,Gaming,2024-11-18,2024,11,2024-12-25,1032,9.4
AI09306,Ai Consultant,128378,High,Hybrid,Se,Pt,United States,United States,Techcorp Inc,S,50,Usd,Not Provided,"Java, Python, Statistics, MLOps, Mathematics",Bachelor,7,Manufacturing,2025-02-18,2025,2,2025-04-08,2044,6.5
AI09307,Head Of Ai,167560,High,Hybrid,Se,Fl,Germany,Germany,Quantum Computing Inc,L,50,Eur,Not Provided,"Docker, TensorFlow, Scala, Python",Master,6,Media,2025-04-20,2025,4,2025-06-11,881,6.4
AI09308,Machine Learning Engineer,69876,Mid,Fully Remote,En,Ft,Norway,Switzerland,Predictive Systems,S,100,Usd,Not Provided,"Azure, Kubernetes, PyTorch, SQL",Associate,1,Healthcare,2025-04-05,2025,4,2025-05-29,1720,8.8
AI09309,Principal Data Scientist,55398,Mid,On-site,Mi,Ft,China,China,Ai Innovations,M,0,Usd,Not Provided,"Spark, Azure, SQL, Scala",Associate,3,Technology,2024-04-01,2024,4,2024-05-19,1954,9.4
AI09310,Ai Specialist,139714,High,Hybrid,Se,Ct,United Kingdom,Ireland,Quantum Computing Inc,M,50,Gbp,Not Provided,"AWS, Kubernetes, Linux, MLOps, Computer Vision",Associate,7,Education,2024-06-21,2024,6,2024-08-13,802,8.9
AI09311,Robotics Engineer,178247,High,On-site,Ex,Ft,United Kingdom,China,Techcorp Inc,M,0,Gbp,Not Provided,"SQL, Spark, Linux, Java",Master,19,Consulting,2024-04-28,2024,4,2024-07-04,657,7.7
AI09312,Computer Vision Engineer,65020,Mid,Hybrid,Mi,Pt,Canada,Canada,Smart Analytics,S,50,Usd,Not Provided,"Tableau, Hadoop, Statistics, Python",Associate,2,Media,2024-04-22,2024,4,2024-06-01,1058,6.4
AI09313,Autonomous Systems Engineer,92151,Mid,Fully Remote,Mi,Ct,Australia,Singapore,Algorithmic Solutions,S,100,Usd,Not Provided,"Linux, PyTorch, Spark, TensorFlow, Mathematics",PhD,2,Media,2024-12-17,2024,12,2025-02-09,2357,5.8
AI09314,Data Scientist,264666,High,Fully Remote,Ex,Ft,United States,United States,Autonomous Tech,S,100,Usd,Not Provided,"Git, Data Visualization, Hadoop",Associate,10,Finance,2024-04-18,2024,4,2024-05-08,649,9.3
AI09315,Ai Architect,193557,High,Hybrid,Ex,Pt,United Kingdom,United Kingdom,Predictive Systems,M,50,Gbp,Not Provided,"TensorFlow, SQL, Linux, Statistics, Git",Associate,10,Technology,2025-01-23,2025,1,2025-03-13,2156,5.3
AI09316,Data Engineer,87807,Mid,On-site,En,Pt,Netherlands,Finland,Quantum Computing Inc,L,0,Eur,Not Provided,"Java, Azure, Mathematics, Deep Learning, Tableau",PhD,1,Manufacturing,2024-11-17,2024,11,2025-01-09,1852,9.1
AI09317,Robotics Engineer,64315,Mid,Fully Remote,Mi,Ft,China,Finland,Future Systems,L,100,Usd,Not Provided,"Linux, Mathematics, Tableau, Git",Bachelor,4,Retail,2024-04-16,2024,4,2024-05-24,1416,5.5
AI09318,Data Analyst,63046,Mid,On-site,En,Ct,Ireland,Ireland,Future Systems,L,0,Usd,Not Provided,"TensorFlow, Tableau, Kubernetes, Linux",PhD,0,Consulting,2025-03-05,2025,3,2025-04-07,721,6.6
AI09319,Data Analyst,79192,Mid,On-site,Mi,Pt,Japan,Switzerland,Machine Intelligence Group,L,0,Usd,Not Provided,"Java, Deep Learning, NLP, Scala, Computer Vision",Master,4,Government,2025-03-18,2025,3,2025-04-19,969,7.5
AI09320,Computer Vision Engineer,261983,High,On-site,Ex,Pt,Switzerland,Switzerland,Quantum Computing Inc,M,0,Usd,Not Provided,"Computer Vision, GCP, PyTorch",Bachelor,15,Finance,2025-02-10,2025,2,2025-04-23,973,7.1
AI09321,Ai Software Engineer,142388,High,Hybrid,Se,Ct,United Kingdom,United Kingdom,Autonomous Tech,M,50,Gbp,Not Provided,"Scala, Java, Statistics",PhD,6,Transportation,2024-06-02,2024,6,2024-07-02,1134,5.2
AI09322,Machine Learning Engineer,149836,High,Hybrid,Ex,Fl,Israel,Singapore,Neural Networks Co,L,50,Usd,Not Provided,"Java, Spark, Data Visualization, Scala",Associate,15,Transportation,2024-03-02,2024,3,2024-04-07,1478,6.8
AI09323,Ai Architect,97750,Mid,Fully Remote,Mi,Fl,Netherlands,Netherlands,Smart Analytics,M,100,Eur,Not Provided,"Hadoop, GCP, Azure",PhD,2,Automotive,2024-04-17,2024,4,2024-06-22,1892,9.1
AI09324,Deep Learning Engineer,68035,Mid,Hybrid,En,Ct,United States,United States,Algorithmic Solutions,M,50,Usd,Not Provided,"Scala, SQL, MLOps, PyTorch",PhD,0,Manufacturing,2025-03-24,2025,3,2025-05-22,2115,7.6
AI09325,Principal Data Scientist,58645,Mid,On-site,En,Ft,United Kingdom,United Kingdom,Predictive Systems,S,0,Gbp,Not Provided,"SQL, Java, GCP, R, AWS",Bachelor,0,Manufacturing,2024-08-19,2024,8,2024-10-28,1484,8.3
AI09326,Ai Product Manager,112827,High,Hybrid,Mi,Pt,United States,United States,Autonomous Tech,S,50,Usd,Not Provided,"Scala, Tableau, Kubernetes",Master,2,Government,2024-04-23,2024,4,2024-05-19,2123,7.8
AI09327,Data Scientist,64113,Mid,On-site,En,Pt,Israel,France,Advanced Robotics,L,0,Usd,Not Provided,"GCP, Statistics, Python",Bachelor,1,Energy,2024-07-18,2024,7,2024-08-18,2168,8.3
AI09328,Autonomous Systems Engineer,92666,Mid,Hybrid,Ex,Pt,Finland,Finland,Datavision Ltd,S,50,Usd,Not Provided,"Java, Kubernetes, Python",Master,19,Telecommunications,2025-01-07,2025,1,2025-02-20,996,7.9
AI09329,Ml Ops Engineer,116428,High,Fully Remote,Ex,Fl,France,France,Autonomous Tech,S,100,Eur,Not Provided,"Kubernetes, Python, Scala, Git, Computer Vision",Associate,16,Energy,2024-08-29,2024,8,2024-09-26,1463,8.1
AI09330,Machine Learning Engineer,74060,Mid,On-site,Mi,Fl,Australia,Australia,Neural Networks Co,S,0,Usd,Not Provided,"SQL, Linux, Docker",Bachelor,2,Retail,2024-09-04,2024,9,2024-11-09,896,9.8
AI09331,Head Of Ai,53295,Mid,Fully Remote,En,Ft,Canada,Canada,Autonomous Tech,S,100,Usd,Not Provided,"Python, TensorFlow, GCP",PhD,1,Healthcare,2024-10-14,2024,10,2024-11-04,775,9.3
AI09332,Ai Architect,35530,Low,Fully Remote,En,Pt,Austria,Sweden,Digital Transformation Llc,S,100,Usd,Not Provided,"NLP, Mathematics, GCP, R",Master,1,Real Estate,2025-02-23,2025,2,2025-03-20,823,9.1
AI09333,Machine Learning Engineer,106952,High,On-site,Mi,Pt,Sweden,Sweden,Digital Transformation Llc,L,0,Usd,Not Provided,"Kubernetes, Java, GCP, Python",PhD,3,Gaming,2024-12-30,2024,12,2025-01-21,1660,8.4
AI09334,Data Analyst,124064,High,Fully Remote,Se,Fl,Germany,Germany,Digital Transformation Llc,S,100,Eur,Not Provided,"Scala, Git, Java, Spark",Associate,9,Retail,2024-09-08,2024,9,2024-10-01,2112,6.9
AI09335,Deep Learning Engineer,105275,High,Hybrid,Ex,Ct,Israel,Israel,Future Systems,S,50,Usd,Not Provided,"SQL, TensorFlow, Data Visualization",Associate,15,Energy,2024-12-24,2024,12,2025-01-07,665,5.6
AI09336,Data Scientist,56537,Mid,Fully Remote,Mi,Ct,Ireland,Ireland,Cloud Ai Solutions,M,100,Usd,Not Provided,"Deep Learning, MLOps, Scala, NLP, GCP",PhD,4,Energy,2024-11-01,2024,11,2024-11-20,827,6.1
AI09337,Nlp Engineer,75809,Mid,On-site,Mi,Ft,Canada,Canada,Deeptech Ventures,S,0,Usd,Not Provided,"Kubernetes, MLOps, PyTorch, Deep Learning, R",Master,2,Gaming,2025-02-04,2025,2,2025-04-03,1534,6.1
AI09338,Principal Data Scientist,60813,Mid,Hybrid,En,Ft,Israel,Australia,Algorithmic Solutions,L,50,Usd,Not Provided,"SQL, PyTorch, Computer Vision",PhD,1,Education,2025-01-03,2025,1,2025-03-03,964,5.2
AI09339,Ai Product Manager,67970,Mid,Fully Remote,En,Pt,Canada,Canada,Neural Networks Co,S,100,Usd,Not Provided,"Python, Java, Computer Vision",Associate,0,Consulting,2024-07-26,2024,7,2024-10-07,653,7.6
AI09340,Head Of Ai,75264,Mid,Hybrid,En,Fl,Australia,Canada,Predictive Systems,M,50,Usd,Not Provided,"GCP, Python, Tableau, MLOps, Deep Learning",PhD,1,Healthcare,2025-01-24,2025,1,2025-02-13,762,5.8
AI09341,Research Scientist,75290,Mid,On-site,Mi,Ft,China,Switzerland,Deeptech Ventures,M,0,Usd,Not Provided,"Git, AWS, Deep Learning",Bachelor,4,Transportation,2024-03-18,2024,3,2024-05-25,1432,7.0
AI09342,Ai Software Engineer,135040,High,On-site,Ex,Pt,India,India,Deeptech Ventures,S,0,Usd,Not Provided,"PyTorch, R, Docker",Bachelor,14,Education,2025-03-08,2025,3,2025-04-16,531,8.0
AI09343,Principal Data Scientist,208218,High,On-site,Se,Ct,Denmark,United Kingdom,Cloud Ai Solutions,L,0,Usd,Not Provided,"Linux, Deep Learning, Python, Kubernetes",Bachelor,6,Manufacturing,2025-01-14,2025,1,2025-02-13,2148,9.0
AI09344,Ai Architect,61033,Mid,Fully Remote,En,Ct,Australia,Australia,Autonomous Tech,M,100,Usd,Not Provided,"R, GCP, Kubernetes",Bachelor,1,Media,2024-10-22,2024,10,2024-12-26,1694,7.2
AI09345,Head Of Ai,78321,Mid,Fully Remote,Se,Fl,Finland,Finland,Cognitive Computing,S,100,Usd,Not Provided,"Tableau, PyTorch, AWS",Master,8,Telecommunications,2024-02-09,2024,2,2024-03-22,1084,9.8
AI09346,Ai Product Manager,87954,Mid,Hybrid,Mi,Ct,Australia,Australia,Predictive Systems,L,50,Usd,Not Provided,"Linux, Deep Learning, Tableau, PyTorch",Master,3,Telecommunications,2025-02-24,2025,2,2025-03-15,2317,5.7
AI09347,Data Scientist,122691,High,On-site,Se,Ct,Canada,Canada,Quantum Computing Inc,S,0,Usd,Not Provided,"PyTorch, Java, Mathematics, Spark",Bachelor,8,Retail,2025-04-12,2025,4,2025-06-10,1255,6.5
AI09348,Autonomous Systems Engineer,62759,Mid,Fully Remote,En,Ct,Australia,India,Neural Networks Co,L,100,Usd,Not Provided,"Python, AWS, Azure, NLP",Associate,1,Automotive,2025-01-04,2025,1,2025-03-16,1079,8.2
AI09349,Computer Vision Engineer,199215,High,Hybrid,Ex,Fl,France,United States,Advanced Robotics,S,50,Eur,Not Provided,"Hadoop, PyTorch, Kubernetes, Mathematics",Associate,10,Finance,2024-10-27,2024,10,2024-12-02,1197,7.1
AI09350,Data Analyst,57999,Mid,On-site,En,Ct,Singapore,Singapore,Datavision Ltd,S,0,Usd,Not Provided,"Data Visualization, Java, TensorFlow, Computer Vision",Associate,1,Finance,2024-09-16,2024,9,2024-11-27,1965,5.6
AI09351,Data Scientist,63930,Mid,On-site,En,Ft,Singapore,Singapore,Ai Innovations,M,0,Usd,Not Provided,"TensorFlow, Azure, Data Visualization, SQL, Deep Learning",Associate,0,Healthcare,2024-07-27,2024,7,2024-09-21,849,8.5
AI09352,Ai Architect,147142,High,Fully Remote,Ex,Ct,Sweden,Sweden,Cloud Ai Solutions,S,100,Usd,Not Provided,"Kubernetes, Git, Linux, Tableau, TensorFlow",PhD,16,Finance,2024-12-21,2024,12,2025-01-09,1075,6.1
AI09353,Autonomous Systems Engineer,88386,Mid,On-site,Mi,Ft,United Kingdom,United Kingdom,Autonomous Tech,S,0,Gbp,Not Provided,"Statistics, Mathematics, Tableau",Bachelor,2,Technology,2024-06-08,2024,6,2024-07-06,1334,6.9
AI09354,Machine Learning Researcher,96605,Mid,Hybrid,Mi,Ct,United States,United States,Cognitive Computing,M,50,Usd,Not Provided,"Data Visualization, AWS, Docker, Kubernetes",Bachelor,4,Transportation,2024-03-23,2024,3,2024-04-30,1326,9.3
AI09355,Robotics Engineer,52708,Mid,Hybrid,Mi,Ft,India,India,Smart Analytics,S,50,Usd,Not Provided,"NLP, Data Visualization, Docker, Spark",Bachelor,2,Telecommunications,2025-02-14,2025,2,2025-04-06,605,9.0
AI09356,Machine Learning Engineer,165502,High,Hybrid,Se,Fl,Germany,Germany,Algorithmic Solutions,L,50,Eur,Not Provided,"MLOps, Data Visualization, Git, Computer Vision",PhD,9,Manufacturing,2024-09-02,2024,9,2024-10-16,2339,6.4
AI09357,Data Engineer,291966,High,On-site,Ex,Ct,Norway,Norway,Cognitive Computing,M,0,Usd,Not Provided,"Data Visualization, Hadoop, Git, Deep Learning, Computer Vision",Bachelor,15,Gaming,2024-03-21,2024,3,2024-05-18,944,8.6
AI09358,Nlp Engineer,55129,Mid,Fully Remote,Mi,Pt,China,China,Future Systems,M,100,Usd,Not Provided,"R, SQL, Mathematics, Hadoop, NLP",Associate,3,Telecommunications,2024-10-09,2024,10,2024-10-28,1552,6.2
AI09359,Robotics Engineer,226814,High,Fully Remote,Ex,Ct,Australia,Australia,Future Systems,L,100,Usd,Not Provided,"Data Visualization, Computer Vision, Java, Hadoop, Spark",Associate,14,Telecommunications,2024-01-23,2024,1,2024-03-17,558,9.9
AI09360,Ai Research Scientist,110209,High,Fully Remote,Mi,Pt,Sweden,South Korea,Digital Transformation Llc,M,100,Usd,Not Provided,"Python, R, Java, Hadoop, Computer Vision",Associate,3,Consulting,2025-03-31,2025,3,2025-04-16,1796,7.2
